tournament,tier,round,start_date,host_country,player_a,player_a_nat,player_b,player_b_nat,player_a_won,score,player_a_seed,player_b_seed,is_walkover
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Viktor Axelsen,Denmark,Raul Must,Estonia,0,,6,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Lin Dan,China,Hu Yun,Hong Kong,1,"19-21, 21-17, 21-21",3,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Hu Yun,Hong Kong,Scott Evans,Republic of Ireland,0,"19-21, 21-10, 10-16",0,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Lin Dan,China,Viktor Axelsen,Denmark,0,"21-8, 21-7",3,6,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Viktor Axelsen,Denmark,Rajiv Ouseph,England,1,"21-17, 21-19",6,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Viktor Axelsen,Denmark,Son Wan-ho,South Korea,1,"21-21, 21-22",6,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Son Wan-ho,South Korea,Ng Ka Long,Hong Kong,0,"17-15, 20-6",0,0,0
Denmark Super Series Premier 2015,750,first round,2015-10-13,Denmark,Brice Leverdez,France,Tian Houwei,China,0,"19-21, 21-2, 21-19",0,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Tian Houwei,China,Christian Lind Thomsen,Denmark,0,,0,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Chou Tien-chen,Chinese Taipei,H. S. Prannoy,India,1,"21-21, 20-21, 21-15",7,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Kento Momota,Japan,Hsu Jen-hao,Chinese Taipei,0,"23-19, 19-22, 21-15",4,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Hsu Jen-hao,Chinese Taipei,Boonsak Ponsana,Thailand,0,"21-21, 14-15, 19-16",0,0,0
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Chou Tien-chen,Chinese Taipei,Tommy Sugiarto,Indonesia,0,"21-8, 21-20",7,0,0
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Tommy Sugiarto,Indonesia,Sho Sasaki,Japan,1,"21-11, 22-12",0,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Tommy Sugiarto,Indonesia,Ajay Jayaram,India,1,"21-10, 21-14",0,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Tommy Sugiarto,Indonesia,Rasmus Fladberg,Denmark,1,"21-16, 21-19",0,0,0
Denmark Super Series Premier 2015,750,quarterfinals,2015-10-13,Denmark,Jan Ø. Jørgensen,Denmark,Dionysius Hayom Rumbaka,Indonesia,0,"21-19, 21-19",2,0,0
Denmark Super Series Premier 2015,750,second round,2015-10-13,Denmark,Dionysius Hayom Rumbaka,Indonesia,Wang Zhengming,China,0,,0,0,0
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Chen Long,China,Viktor Axelsen,Denmark,1,"15-21, 21-17, 21-16",1,6,0
Denmark Super Series Premier 2015,750,final,2015-10-13,Denmark,Chen Long,China,Tommy Sugiarto,Indonesia,1,"21-12, 21-12",1,0,0
Denmark Super Series Premier 2015,750,semifinals,2015-10-13,Denmark,Chou Tien-chen,Chinese Taipei,Tommy Sugiarto,Indonesia,0,"21-8, 22-20",7,0,0
French Super Series 2015,500,first round,2015-10-20,France,Lee Dong-keun,South Korea,Tommy Sugiarto,Indonesia,1,"21-16, 14-21, 21-19",0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Lee Dong-keun,South Korea,Hsu Jen-hao,Chinese Taipei,0,"13-11, 11-17",0,0,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Wang Zhengming,China,Kashyap Parupalli,India,1,,0,8,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Rajiv Ouseph,England,Thomas Rouxel,France,0,,0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Kashyap Parupalli,India,Tanongsak Saensomboonsuk,Thailand,0,,8,0,1
French Super Series 2015,500,semifinals,2015-10-20,France,Wang Zhengming,China,Kento Momota,Japan,0,"21-7, 21-13",0,4,0
French Super Series 2015,500,semifinals,2015-10-20,France,Lee Chong Wei,Malaysia,Son Wan-ho,South Korea,1,"21-15, 21-17",0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Kento Momota,Japan,Sho Sasaki,Japan,0,,4,0,0
French Super Series 2015,500,second round,2015-10-20,France,Sho Sasaki,Japan,Chong Wei Feng,Malaysia,1,,0,0,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Sho Sasaki,Japan,Viktor Axelsen,Denmark,0,,0,7,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Lee Chong Wei,Malaysia,Wei Nan,Hong Kong,1,,0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Viktor Axelsen,Denmark,Lee Chong Wei,Malaysia,0,,7,0,0
French Super Series 2015,500,second round,2015-10-20,France,Lee Chong Wei,Malaysia,Brice Leverdez,France,1,,0,0,0
French Super Series 2015,500,first round,2015-10-20,France,Wong Wing Ki,Hong Kong,Wang Tzu-Wei,Chinese Taipei,1,"21-14, 21-15",0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Wong Wing Ki,Hong Kong,Dionysius Hayom Rumbaka,Indonesia,0,,0,0,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Chou Tien-chen,Chinese Taipei,Boonsak Ponsana,Thailand,1,"21-9, 15-21, 21-11",6,0,0
French Super Series 2015,500,second round,2015-10-20,France,Ng Ka Long,Hong Kong,H. S. Prannoy,India,1,,0,0,0
French Super Series 2015,500,second round,2015-10-20,France,H. S. Prannoy,India,Lin Dan,China,0,,0,3,0
French Super Series 2015,500,semifinals,2015-10-20,France,Chou Tien-chen,Chinese Taipei,Ajay Jayaram,India,1,,6,0,0
French Super Series 2015,500,semifinals,2015-10-20,France,Jan Ø. Jørgensen,Denmark,Hans-Kristian Vittinghus,Denmark,0,,2,0,0
French Super Series 2015,500,second round,2015-10-20,France,Ajay Jayaram,India,Tian Houwei,China,0,,0,0,0
French Super Series 2015,500,second round,2015-10-20,France,Tian Houwei,China,Srikanth Kidambi,India,1,,0,5,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Tian Houwei,China,Kenta Nishimoto,Japan,0,"21-18, 21-19",0,0,0
French Super Series 2015,500,quarterfinals,2015-10-20,France,Jan Ø. Jørgensen,Denmark,Takuma Ueda,Japan,1,"21-8, 21-13",2,0,0
French Super Series 2015,500,second round,2015-10-20,France,Kenta Nishimoto,Japan,Hu Yun,Hong Kong,0,"3-14, 21-21, 22-20",0,0,0
French Super Series 2015,500,semifinals,2015-10-20,France,Wang Zhengming,China,Lee Chong Wei,Malaysia,0,"21-7, 21-13",0,0,0
French Super Series 2015,500,final,2015-10-20,France,Lee Chong Wei,Malaysia,Chou Tien-chen,Chinese Taipei,1,"21-13, 21-18",0,6,0
French Super Series 2015,500,semifinals,2015-10-20,France,Chou Tien-chen,Chinese Taipei,Jan Ø. Jørgensen,Denmark,1,"21-11, 21-19",6,2,0
China Open Super Series Premier 2015,750,first round,2015-11-10,China,Chen Long,China,Ajay Jayaram,India,1,"21-12, 21-11",1,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Chen Long,China,Hsu Jen-hao,Chinese Taipei,1,,1,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Hsu Jen-hao,Chinese Taipei,Marc Zwiebler,Germany,0,,0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Chen Long,China,Viktor Axelsen,Denmark,1,,1,7,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Viktor Axelsen,Denmark,Wei Nan,Hong Kong,0,,7,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Viktor Axelsen,Denmark,Tommy Sugiarto,Indonesia,1,"21-21, 19-13, 21-12",7,0,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Chen Long,China,Kento Momota,Japan,1,,1,4,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Son Wan-ho,South Korea,Wang Zhengming,China,0,,0,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Kento Momota,Japan,Son Wan-ho,South Korea,0,"21-15, 21-14",4,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Son Wan-ho,South Korea,Sho Sasaki,Japan,1,"21-8, 21-19",0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Son Wan-ho,South Korea,Scott Evans,Republic of Ireland,1,"21-14, 11-21, 21-20",0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Shi Yuqi,China,Lee Dong Keun,South Korea,0,"21-19, 18-21, 22-18",0,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Lee Dong Keun,South Korea,Kenichi Tago,Japan,0,,0,0,0
China Open Super Series Premier 2015,750,first round,2015-11-10,China,Boonsak Ponsana,Thailand,Tian Houwei,China,1,"21-19, 21-18",0,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Boonsak Ponsana,Thailand,Hu Yun,Hong Kong,0,,0,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Hu Yun,Hong Kong,Srikanth Kidambi,India,1,,0,5,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Hu Yun,Hong Kong,Brice Leverdez,France,0,"13-8, 21-21, 21-17",0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Lin Dan,China,Zhou Zeqi,China,1,"21-21, 10-15, 21-18",3,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Brice Leverdez,France,Qiao Bin,China,0,,0,0,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Lin Dan,China,Lee Chong Wei,Malaysia,0,,3,0,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Lee Chong Wei,Malaysia,Ng Ka Long,Hong Kong,1,,0,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Lee Chong Wei,Malaysia,Xue Song,China,1,"21-21, 15-15, 21-17",0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Lee Chong Wei,Malaysia,H. S. Prannoy,India,1,"21-14, 11-21, 21-19",0,0,0
China Open Super Series Premier 2015,750,quarterfinals,2015-11-10,China,Jan Ø. Jørgensen,Denmark,Guo Kai,China,0,"21-11, 17-21, 21-10",2,0,0
China Open Super Series Premier 2015,750,second round,2015-11-10,China,Guo Kai,China,Takuma Ueda,Japan,0,"13-19, 13-19",0,0,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Chen Long,China,Son Wan-ho,South Korea,1,"21-11, 21-17",1,0,0
China Open Super Series Premier 2015,750,final,2015-11-10,China,Chen Long,China,Lee Chong Wei,Malaysia,0,"21-15, 21-11",1,0,0
China Open Super Series Premier 2015,750,semifinals,2015-11-10,China,Lin Dan,China,Lee Chong Wei,Malaysia,0,"17-21, 21-19, 21-19",3,0,0
Hong Kong Super Series 2015,500,first round,2015-11-17,Hong Kong,Chen Long,China,Ajay Jayaram,India,1,"21-17, 21-12",1,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Chen Long,China,Boonsak Ponsana,Thailand,1,,1,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Boonsak Ponsana,Thailand,Sho Sasaki,Japan,0,,0,0,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Chen Long,China,Tommy Sugiarto,Indonesia,0,,1,8,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Lee Chong Wei,Malaysia,Marc Zwiebler,Germany,1,"21-21, 21-21",0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Marc Zwiebler,Germany,Brice Leverdez,France,0,"17-12, 19-12",0,0,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Lee Chong Wei,Malaysia,Lin Dan,China,1,,0,3,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Ng Ka Long,Hong Kong,Ihsan Maulana Mustofa,Indonesia,0,,0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Lin Dan,China,Ng Ka Long,Hong Kong,0,"21-8, 21-18",3,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Ng Ka Long,Hong Kong,Hsu Jen-hao,Chinese Taipei,1,"21-14, 21-17",0,0,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Ng Ka Long,Hong Kong,Chou Tien-chen,Chinese Taipei,1,"21-21, 15-10, 21-22",0,5,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Chou Tien-chen,Chinese Taipei,Wong Wing Ki,Hong Kong,0,"19-17, 21-21, 20-15",5,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Chou Tien-chen,Chinese Taipei,Kenta Nishimoto,Japan,1,,5,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Kenta Nishimoto,Japan,H. S. Prannoy,India,0,,0,0,0
Hong Kong Super Series 2015,500,first round,2015-11-17,Hong Kong,Lee Dong-keun,South Korea,Takuma Ueda,Japan,1,"21-13, 15-21, 21-10",0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Lee Dong-keun,South Korea,Kazumasa Sakai,Japan,0,"21-14, 21-6",0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Kazumasa Sakai,Japan,Viktor Axelsen,Denmark,1,"21-17, 21-10",0,7,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Kazumasa Sakai,Japan,Wei Nan,Hong Kong,0,,0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Anthony Sinisuka Ginting,Indonesia,Xue Song,China,1,,0,0,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Anthony Sinisuka Ginting,Indonesia,Kenichi Tago,Japan,0,"18-21, 21-11, 10-6",0,0,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Tian Houwei,China,Son Wan-ho,South Korea,1,"18-21, 21-6, 21-21",0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Son Wan-ho,South Korea,Tian Houwei,China,0,,0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Tian Houwei,China,Srikanth Kidambi,India,1,,0,6,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Tian Houwei,China,Chong Wei Feng,Malaysia,1,,0,0,0
Hong Kong Super Series 2015,500,quarterfinals,2015-11-17,Hong Kong,Wang Zhengming,China,Hu Yun,Hong Kong,0,,0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Chong Wei Feng,Malaysia,Wang Zhengming,China,0,"21-12, 21-14",0,0,0
Hong Kong Super Series 2015,500,second round,2015-11-17,Hong Kong,Wang Zhengming,China,Jan Ø. Jørgensen,Denmark,1,"21-15, 21-19",0,2,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Lee Chong Wei,Malaysia,Ng Ka Long,Hong Kong,1,"21-19, 21-14",0,0,0
Hong Kong Super Series 2015,500,final,2015-11-17,Hong Kong,Lee Chong Wei,Malaysia,Tian Houwei,China,1,"21-16, 21-15",0,0,0
Hong Kong Super Series 2015,500,semifinals,2015-11-17,Hong Kong,Anthony Sinisuka Ginting,Indonesia,Tian Houwei,China,0,"18-21, 21-11, 21-6",0,0,0
All England Super Series Premier 2016,750,first round,2016-03-08,England,Chen Long,China,Kenta Nishimoto,Japan,1,"21-18, 21-12",1,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Chen Long,China,Xue Song,China,0,"22-19, 21-17",1,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Xue Song,China,H. S. Prannoy,India,1,"21-20, 21-15",0,0,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Xue Song,China,Viktor Axelsen,Denmark,1,"21-14, 23-22, 21-22",0,6,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Viktor Axelsen,Denmark,Brice Leverdez,France,0,"21-19, 20-25, 20-11",6,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Viktor Axelsen,Denmark,Son Wan-ho,South Korea,1,"21-21, 22-11, 21-21",6,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Son Wan-ho,South Korea,Takuma Ueda,Japan,0,"11-19, 21-24, 18-12",0,0,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Xue Song,China,Jan Ø. Jørgensen,Denmark,0,,0,3,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Lin Dan,China,Hsu Jen-hao,Chinese Taipei,1,,5,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Jan Ø. Jørgensen,Denmark,Ng Ka Long,Hong Kong,1,,3,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Ng Ka Long,Hong Kong,Ajay Jayaram,India,0,,0,0,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Jan Ø. Jørgensen,Denmark,Lin Dan,China,0,,3,5,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Lin Dan,China,Lee Dong-keun,South Korea,1,,5,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Lin Dan,China,Sho Sasaki,Japan,1,,5,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Sho Sasaki,Japan,Wei Nan,Hong Kong,0,,0,0,0
All England Super Series Premier 2016,750,first round,2016-03-08,England,Sameer Verma,India,Hu Yun,Hong Kong,1,"21-10, 21-14",0,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Sameer Verma,India,Wong Wing Ki,Hong Kong,0,"21-21, 19-12, 13-19",0,0,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Tian Houwei,China,Rajiv Ouseph,England,1,,8,0,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Kento Momota,Japan,Srikanth Kidambi,India,0,,4,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Srikanth Kidambi,India,Jonatan Christie,Indonesia,0,,0,0,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Tian Houwei,China,Boonsak Ponsana,Thailand,1,,8,0,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Hans-Kristian Vittinghus,Denmark,Marc Zwiebler,Germany,0,,0,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Marc Zwiebler,Germany,Tommy Sugiarto,Indonesia,1,"21-21, 21-21",0,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Tommy Sugiarto,Indonesia,Chou Tien-chen,Chinese Taipei,0,"14-14, 14-16",0,7,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Marc Zwiebler,Germany,Hans-Kristian Vittinghus,Denmark,0,"21-15, 17-21, 21-20",0,0,0
All England Super Series Premier 2016,750,quarterfinals,2016-03-08,England,Hans-Kristian Vittinghus,Denmark,Wang Zhengming,China,1,"21-15, 13-21, 22-10",0,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,Hans-Kristian Vittinghus,Denmark,B. Sai Praneeth,India,1,,0,0,0
All England Super Series Premier 2016,750,second round,2016-03-08,England,B. Sai Praneeth,India,Lee Chong Wei,Malaysia,0,,0,2,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Xue Song,China,Lin Dan,China,0,"18-21, 21-15, 21-9",0,5,0
All England Super Series Premier 2016,750,final,2016-03-08,England,Lin Dan,China,Tian Houwei,China,1,"21-9, 21-10",5,8,0
All England Super Series Premier 2016,750,semifinals,2016-03-08,England,Tian Houwei,China,Hans-Kristian Vittinghus,Denmark,1,"15-21, 21-14, 21-14",8,0,0
India Open Super Series 2016,500,first round,2016-03-29,India,Lee Chong Wei,Malaysia,Kazumasa Sakai,Japan,1,"21-11, 21-17",1,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Lee Chong Wei,Malaysia,Boonsak Ponsana,Thailand,0,,1,0,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Wei Nan,Hong Kong,Viktor Axelsen,Denmark,0,,0,5,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Viktor Axelsen,Denmark,Hu Yun,Hong Kong,1,,5,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Viktor Axelsen,Denmark,B. Sai Praneeth,India,1,,5,0,0
India Open Super Series 2016,500,semifinals,2016-03-29,India,Viktor Axelsen,Denmark,Lin Dan,China,1,"21-21, 21-21",5,4,0
India Open Super Series 2016,500,semifinals,2016-03-29,India,Son Wan-ho,South Korea,Sourabh Varma,India,0,"18-11, 9-11",0,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Lin Dan,China,Son Wan-ho,South Korea,0,"21-13, 21-20",4,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Son Wan-ho,South Korea,Wang Zhengming,China,1,"21-15, 22-12",0,0,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Son Wan-ho,South Korea,Tommy Sugiarto,Indonesia,1,"21-21, 13-18, 21-21",0,8,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Tommy Sugiarto,Indonesia,Lee Dong-keun,South Korea,0,"18-11, 21-21, 18-8",8,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Tommy Sugiarto,Indonesia,Tanongsak Saensomboonsuk,Thailand,1,,8,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Tanongsak Saensomboonsuk,Thailand,H. S. Prannoy,India,0,,0,0,0
India Open Super Series 2016,500,first round,2016-03-29,India,Ajay Jayaram,India,Marc Zwiebler,Germany,0,"21-12, 13-21, 21-19",0,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Marc Zwiebler,Germany,Srikanth Kidambi,India,1,"18-13, 21-21, 23-22",0,0,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Marc Zwiebler,Germany,Xue Song,China,0,,0,0,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Xue Song,China,Hsu Jen-hao,Chinese Taipei,1,,0,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Xue Song,China,Kenta Nishimoto,Japan,1,"21-15, 15-21, 21-16",0,0,0
India Open Super Series 2016,500,semifinals,2016-03-29,India,Xue Song,China,Hans-Kristian Vittinghus,Denmark,0,"21-21, 21-6",0,0,1
India Open Super Series 2016,500,semifinals,2016-03-29,India,Kento Momota,Japan,Sho Sasaki,Japan,1,"17-17, 3-16",2,0,0
India Open Super Series 2016,500,second round,2016-03-29,India,Hans-Kristian Vittinghus,Denmark,Wong Wing Ki,Hong Kong,1,,0,0,0
India Open Super Series 2016,500,quarterfinals,2016-03-29,India,Hans-Kristian Vittinghus,Denmark,Ng Ka Long,Hong Kong,0,"23-8, 21-9",0,0,0
