tournament,tier,round,start_date,host_country,player_a,player_a_nat,player_b,player_b_nat,player_a_won,same_nationality,h2h_win_rate_a_vs_b,player_a_is_home,player_a_matches_last_14_days,player_a_days_since_last_match,player_a_recent_win_rate,player_b_is_home,player_b_matches_last_14_days,player_b_days_since_last_match,player_b_recent_win_rate,player_a_elo,player_b_elo,elo_diff,player_a_ema_form,player_b_ema_form,h2h_last_winner,player_a_win_streak,player_b_win_streak,player_a_matches_last_7_days,player_b_matches_last_7_days
Hong Kong Open 2023,500,Second round,2023-09-12,Hong Kong,Jonatan Christie,Indonesia,Lee Cheuk Yiu,Hong Kong,1,0,1.0,0,4,7,0.6471,1,2,7,0.5,1737.27,1552.46,184.81,0.9214,0.3673,1.0,5,-1,4,2
Hong Kong Open 2023,500,First round,2023-09-12,Hong Kong,Weng Hongyang,China,Lee Cheuk Yiu,Hong Kong,0,0,0.5,0,1,7,0.5909,1,2,7,0.5,1617.2,1545.28,71.93,0.6328,0.2571,0.5,-1,-2,1,2
Hong Kong Open 2023,500,First round,2023-09-12,Hong Kong,Kantaphon Wangcharoen,Thailand,Magnus Johannesen,Denmark,0,0,0.5,0,1,7,0.1111,0,1,7,0.6111,1348.55,1505.05,-156.5,0.0433,0.2839,0.5,-6,-2,1,1
Hong Kong Open 2023,500,Second round,2023-09-12,Hong Kong,Magnus Johannesen,Denmark,Wang Tzu-wei,Chinese Taipei,1,0,0.5,0,1,7,0.6111,0,2,7,0.3889,1513.14,1503.51,9.63,0.4987,0.4823,0.5,1,1,1,2
Hong Kong Open 2023,500,First round,2023-09-12,Hong Kong,Chico Aura Dwi Wardoyo,Indonesia,Wang Tzu-wei,Chinese Taipei,0,0,1.0,0,1,7,0.5,0,2,7,0.3889,1551.7,1489.89,61.8,0.4193,0.3376,1.0,-1,-1,1,2
Hong Kong Open 2023,500,First round,2023-09-12,Hong Kong,Jonatan Christie,Indonesia,Ng Ka Long,Hong Kong,1,0,1.0,0,4,7,0.6471,1,1,7,0.4737,1744.46,1559.28,185.17,0.945,0.2067,1.0,6,-3,4,1
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Chen Chi-ting,Chinese Taipei,Lei Ci-fu,Chinese Taipei,1,1,0.5,0,0,98,0.0,0,0,100,0.5,1499.52,1500.0,-0.48,0.3699,0.5,0.5,-2,0,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Nguyễn Hải Đăng,Vietnam,Tsai Cheng-han,Chinese Taipei,0,0,0.5,0,0,364,0.5,0,0,100,0.5,1500.88,1500.0,0.88,0.455,0.5,0.5,-1,0,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Tsai Cheng-han,Chinese Taipei,Yushi Tanaka,Japan,0,0,0.5,0,0,100,0.5,0,0,77,0.5,1510.03,1500.22,9.81,0.65,0.545,0.5,1,1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Wang Po-wei,Chinese Taipei,Riku Hatano,Japan,1,0,0.5,0,0,100,0.5,0,0,77,0.0,1500.0,1477.45,22.55,0.5,0.245,0.5,0,-2,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Wang Po-wei,Chinese Taipei,Yushi Tanaka,Japan,0,0,0.5,0,0,100,0.5,0,0,77,0.5,1509.35,1510.5,-1.15,0.65,0.6815,0.5,1,2,0,0
Kaohsiung Masters 2023,100,Quarter-finals,2023-09-26,Taiwan,Yushi Tanaka,Japan,Sathish Karunakaran,India,1,0,0.5,0,0,77,0.5,0,0,98,0.0,1520.47,1478.11,42.35,0.7771,0.245,0.5,3,-2,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Sathish Karunakaran,India,Koo Takahashi,Japan,1,0,0.5,0,0,98,0.0,0,0,77,0.6667,1469.33,1510.58,-41.25,0.1715,0.5285,0.5,-3,-1,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Sathish Karunakaran,India,Liu Wei-chi,Chinese Taipei,1,0,0.5,0,0,98,0.0,0,0,100,0.5,1480.51,1500.0,-19.49,0.42,0.5,0.5,1,0,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Sathish Karunakaran,India,Takuma Obayashi,Japan,1,0,0.5,0,0,98,0.0,0,0,77,0.6667,1491.07,1514.29,-23.23,0.594,0.6815,0.5,2,2,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Chen Chi-ting,Chinese Taipei,Takuma Obayashi,Japan,0,0,0.5,0,0,98,0.0,0,0,77,0.6667,1509.53,1503.63,5.9,0.559,0.477,0.5,1,-1,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Son Wan-ho,South Korea,Lu Chia-hung,Chinese Taipei,1,0,0.5,0,0,70,0.0,0,0,98,0.0,1513.09,1469.38,43.71,0.5206,0.1715,0.5,-1,-3,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Huang Yu,Chinese Taipei,Minoru Koga,Japan,1,0,0.5,0,0,100,0.5,0,0,100,0.5,1500.0,1500.0,0.0,0.5,0.5,0.5,0,0,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Huang Yu,Chinese Taipei,Huang Yu-kai,Chinese Taipei,0,1,0.5,0,0,100,0.5,0,0,100,0.5,1510.0,1500.0,10.0,0.65,0.5,0.5,1,0,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Chang Shih-chieh,Chinese Taipei,Lin Yu-hsien,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,0,98,0.0,1500.0,1480.24,19.76,0.5,0.245,0.5,0,-2,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Chang Shih-chieh,Chinese Taipei,Huang Yu-kai,Chinese Taipei,0,1,0.5,0,0,100,0.5,0,0,100,0.5,1509.43,1510.29,-0.86,0.65,0.65,0.5,1,1,0,0
Kaohsiung Masters 2023,100,Quarter-finals,2023-09-26,Taiwan,Huang Yu-kai,Chinese Taipei,Lee Chia-hao,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,3,14,0.3333,1520.26,1525.77,-5.5,0.755,0.4057,0.5,2,-1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Son Wan-ho,South Korea,Kok Jing Hong,Malaysia,1,0,0.5,0,0,70,0.0,0,0,364,0.5,1521.84,1499.99,21.85,0.6644,0.545,0.5,1,1,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Son Wan-ho,South Korea,Lee Chia-hao,Chinese Taipei,0,0,0.5,0,0,70,0.0,0,3,14,0.3333,1531.21,1515.61,15.6,0.7651,0.284,0.5,2,-2,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Tan Jia Jie,Malaysia,Kiran Kumar Mekala,India,1,0,0.5,0,0,100,0.5,0,0,364,0.5,1500.0,1509.58,-9.58,0.5,0.6969,0.5,0,2,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Tan Jia Jie,Malaysia,Lee Chia-hao,Chinese Taipei,0,0,0.5,0,0,100,0.5,0,3,14,0.3333,1510.28,1526.06,-15.78,0.65,0.4988,0.5,1,1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Jacob Schueler,Australia,Nguyễn Hải Đăng,Vietnam,0,0,0.5,0,0,315,0.5,0,0,364,0.5,1489.0,1490.85,-1.85,0.35,0.3185,0.5,-1,-2,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Huang Yu,Chinese Taipei,Yang Chih-chieh,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,0,100,0.5,1499.71,1500.0,-0.29,0.455,0.5,0.5,-1,0,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,B. R. Sankeerth,Canada,Chua Kim Sheng,Malaysia,0,0,0.5,0,0,623,0.5,0,0,100,0.5,1464.4,1500.0,-35.6,0.1715,0.5,0.5,-3,0,0,0
Kaohsiung Masters 2023,100,Quarter-finals,2023-09-26,Taiwan,Keisuke Fujiwara,Japan,Harsheel Dani,India,0,0,0.5,0,0,100,0.5,0,0,609,0.5,1500.0,1510.29,-10.29,0.5,0.65,0.5,0,1,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Harsheel Dani,India,Chua Kim Sheng,Malaysia,1,0,0.5,0,0,609,0.5,0,0,100,0.5,1519.99,1508.98,11.01,0.755,0.65,0.5,2,1,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Korakrit Laotrakul,Thailand,Chua Kim Sheng,Malaysia,0,0,0.5,0,0,100,0.5,0,0,100,0.5,1500.0,1499.3,0.7,0.5,0.455,0.5,0,-1,0,0
Kaohsiung Masters 2023,100,Semi-finals,2023-09-26,Taiwan,Lin Chun-yi,Chinese Taipei,Harsheel Dani,India,1,0,0.5,0,1,14,0.45,0,0,609,0.5,1544.01,1529.67,14.34,0.3909,0.8285,0.5,-1,3,0,0
Kaohsiung Masters 2023,100,Final,2023-09-26,Taiwan,Lin Chun-yi,Chinese Taipei,Yushi Tanaka,Japan,1,0,1.0,0,1,14,0.45,0,0,77,0.5,1553.6,1529.25,24.35,0.5736,0.8439,1.0,1,4,0,0
Kaohsiung Masters 2023,100,Semi-finals,2023-09-26,Taiwan,Yushi Tanaka,Japan,Huang Yu-kai,Chinese Taipei,1,0,0.5,0,0,77,0.5,0,0,100,0.5,1519.95,1530.42,-10.47,0.5908,0.8285,0.5,-1,3,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Lin Chun-yi,Chinese Taipei,Liao Jhuo-fu,Chinese Taipei,1,1,0.5,0,1,14,0.45,0,0,98,0.0,1562.9,1488.0,74.9,0.7015,0.35,0.5,2,-1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Liao Jhuo-fu,Chinese Taipei,Enrico Asuncion,United States,1,0,0.5,0,0,98,0.0,0,0,100,0.5,1480.13,1500.0,-19.87,0.245,0.5,0.5,-2,0,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Lin Chun-yi,Chinese Taipei,Yang Yang,Chinese Taipei,1,1,0.5,0,1,14,0.45,0,0,100,0.5,1570.78,1500.0,70.78,0.7911,0.5,0.5,3,0,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Yang Yang,Chinese Taipei,Lee Yu-jui,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,0,100,0.5,1492.01,1500.0,-7.99,0.35,0.5,0.5,-1,0,0,0
Kaohsiung Masters 2023,100,Quarter-finals,2023-09-26,Taiwan,Lin Chun-yi,Chinese Taipei,Kuo Kuan-lin,Chinese Taipei,1,1,0.5,0,1,14,0.45,0,0,100,0.5,1578.77,1500.0,78.77,0.8538,0.5,0.5,4,0,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Soong Joo Ven,Malaysia,Kuo Kuan-lin,Chinese Taipei,0,0,0.5,0,0,98,0.0,0,0,100,0.5,1455.97,1492.23,-36.26,0.1292,0.35,0.5,-4,-1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Kuo Kuan-lin,Chinese Taipei,Lin Kuan-ting,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,0,98,0.0,1501.19,1487.4,13.79,0.545,0.35,0.5,1,-1,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Aidil Sholeh,Malaysia,Yang Yang,Chinese Taipei,0,0,0.5,0,0,98,0.0,0,0,100,0.5,1491.3,1502.24,-10.94,0.3031,0.545,0.5,-2,1,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Ryoma Muramoto,Japan,Subhankar Dey,India,0,0,0.5,0,0,100,0.5,0,0,364,0.5,1500.0,1445.39,54.61,0.5,0.2793,0.5,0,-2,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Subhankar Dey,India,Lu Wei-hsuan,Chinese Taipei,1,0,0.5,0,0,364,0.5,0,0,100,0.5,1456.95,1500.0,-43.05,0.4955,0.5,0.5,1,0,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Kiran George,India,Keisuke Fujiwara,Japan,0,0,0.5,0,0,56,0.375,0,0,100,0.5,1483.19,1490.3,-7.11,0.4124,0.35,0.5,1,-1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Lê Đức Phát,Vietnam,Keisuke Fujiwara,Japan,0,0,0.5,0,0,364,0.5,0,0,100,0.5,1489.98,1500.09,-10.12,0.35,0.545,0.5,-1,1,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Keisuke Fujiwara,Japan,Huang Ping-hsien,Chinese Taipei,1,0,0.5,0,0,100,0.5,0,0,100,0.5,1509.8,1500.0,9.8,0.6815,0.5,0.5,2,0,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Samuel Hsiao,Germany,Huang Ping-hsien,Chinese Taipei,0,0,0.5,0,0,98,0.0,0,0,100,0.5,1475.25,1490.28,-15.04,0.245,0.35,0.5,-2,-1,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Huang Ping-hsien,Chinese Taipei,Zhao Chen-xun,Chinese Taipei,1,1,0.5,0,0,100,0.5,0,0,100,0.5,1499.85,1500.0,-0.15,0.545,0.5,0.5,1,0,0,0
Kaohsiung Masters 2023,100,First round,2023-09-26,Taiwan,Lim Chong King,Malaysia,Shogo Ogawa,Japan,1,0,0.5,0,0,364,0.5,0,0,100,0.5,1490.04,1500.0,-9.96,0.35,0.5,0.5,-1,0,0,0
Kaohsiung Masters 2023,100,Second round,2023-09-26,Taiwan,Harsheel Dani,India,Lim Chong King,Malaysia,1,0,0.5,0,0,609,0.5,0,0,364,0.5,1520.09,1500.33,19.76,0.5799,0.545,0.5,-1,1,0,0
Kaohsiung Masters 2023,100,Third round,2023-09-26,Taiwan,Kuo Kuan-lin,Chinese Taipei,Subhankar Dey,India,1,0,0.5,0,0,100,0.5,0,0,364,0.5,1510.79,1468.18,42.61,0.6815,0.6469,0.5,2,2,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Koki Watanabe,Japan,Ng Tze Yong,Malaysia,1,0,1.0,0,0,77,0.625,0,0,28,0.5714,1586.0,1617.34,-31.34,0.5254,0.592,1.0,-1,-1,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Kantaphon Wangcharoen,Thailand,Ng Tze Yong,Malaysia,0,0,0.5,0,0,28,0.1,0,0,28,0.5714,1340.47,1602.08,-261.61,0.0303,0.4144,0.5,-7,-2,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Chou Tien-chen,Chinese Taipei,Zhao Junpeng,China,0,0,1.0,0,0,28,0.4444,0,0,28,0.2857,1582.01,1491.15,90.86,0.2472,0.1801,1.0,-3,-3,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Chou Tien-chen,Chinese Taipei,Ng Tze Yong,Malaysia,1,0,0.5,0,0,28,0.4444,0,0,28,0.5714,1564.43,1607.16,-42.73,0.173,0.5901,0.0,-4,1,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Kanta Tsuneyama,Japan,Shesar Hiren Rhustavito,Indonesia,1,0,0.5,0,0,28,0.3333,0,0,35,0.6,1566.64,1512.4,54.24,0.4751,0.4592,0.5,-1,-1,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Lu Guangzu,China,Lee Chia-hao,Chinese Taipei,1,0,0.5,0,0,28,0.5625,0,3,14,0.4286,1635.07,1535.6,99.47,0.4768,0.6492,0.5,-1,2,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Lu Guangzu,China,Max Weißkirchen,Germany,1,0,0.5,0,0,28,0.5625,0,0,448,0.5,1645.17,1463.22,181.95,0.6338,0.4417,0.5,1,1,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Magnus Johannesen,Denmark,Lei Lanxi,China,0,0,1.0,0,0,28,0.5385,0,0,91,0.5,1526.75,1527.02,-0.27,0.6491,0.3891,1.0,2,-2,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Koki Watanabe,Japan,Wang Tzu-wei,Chinese Taipei,1,0,1.0,0,0,77,0.625,0,0,28,0.4444,1601.26,1506.36,94.9,0.6678,0.5363,1.0,1,1,0,0
Arctic Open 2023,500,Quarter-finals,2023-10-10,Finland,Lu Guangzu,China,Toma Junior Popov,France,0,0,1.0,0,0,28,0.5625,0,0,28,0.4,1652.44,1476.93,175.51,0.7436,0.2518,1.0,2,-2,0,0
Arctic Open 2023,500,Quarter-finals,2023-10-10,Finland,Koki Watanabe,Japan,Julien Carraggi,Belgium,0,0,0.5,0,0,77,0.625,0,0,84,0.4,1611.53,1512.04,99.49,0.7675,0.2654,0.5,2,-3,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Lee Zii Jia,Malaysia,Mads Christophersen,Denmark,1,0,0.5,0,0,28,0.3846,0,0,91,0.3333,1573.7,1467.9,105.8,0.4695,0.3969,0.5,1,1,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Weng Hongyang,China,Mithun Manjunath,India,0,0,1.0,0,0,28,0.5909,0,0,70,0.1667,1600.35,1480.97,119.38,0.443,0.3513,1.0,-2,1,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Weng Hongyang,China,Anders Antonsen,Denmark,1,0,0.0,0,0,28,0.5909,0,0,28,0.7059,1581.72,1675.2,-93.49,0.3101,0.6284,0.0,-3,1,0,0
Arctic Open 2023,500,Semi-finals,2023-10-10,Finland,Lee Zii Jia,Malaysia,Anders Antonsen,Denmark,1,0,0.5,0,0,28,0.3846,0,0,28,0.7059,1583.56,1657.52,-73.96,0.6286,0.4399,0.5,2,-1,0,0
Arctic Open 2023,500,Semi-finals,2023-10-10,Finland,Ng Tze Yong,Malaysia,Kanta Tsuneyama,Japan,1,0,1.0,0,0,28,0.5714,0,0,28,0.3333,1591.45,1578.48,12.97,0.4131,0.6326,1.0,-1,1,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Leong Jun Hao,Malaysia,Joakim Oldorff,Finland,1,0,0.5,0,0,28,0.4444,1,0,100,0.5,1480.91,1500.0,-19.09,0.358,0.5,0.5,-1,0,0,0
Arctic Open 2023,500,Final,2023-10-10,Finland,Lee Zii Jia,Malaysia,Ng Tze Yong,Malaysia,1,1,1.0,0,0,28,0.3846,0,0,28,0.5714,1600.5,1604.93,-4.43,0.74,0.5891,1.0,3,1,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Lin Chun-yi,Chinese Taipei,Arnaud Merklé,France,0,0,0.5,0,5,14,0.5833,0,0,91,0.3333,1586.54,1512.92,73.62,0.8976,0.3564,0.5,5,-2,0,0
Arctic Open 2023,500,Quarter-finals,2023-10-10,Finland,Leong Jun Hao,Malaysia,Lee Zii Jia,Malaysia,0,1,0.0,0,0,28,0.4444,0,0,28,0.3846,1495.68,1614.67,-119.0,0.5506,0.818,0.0,1,4,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Lee Zii Jia,Malaysia,Chico Aura Dwi Wardoyo,Indonesia,1,0,0.5,0,0,28,0.3846,0,0,28,0.5,1624.06,1535.23,88.83,0.8726,0.2935,0.5,5,-2,0,0
Arctic Open 2023,500,First round,2023-10-10,Finland,Kalle Koljonen,Finland,Chico Aura Dwi Wardoyo,Indonesia,0,0,0.5,1,0,28,0.0,0,0,28,0.5,1455.17,1524.73,-69.57,0.1644,0.2055,0.5,-3,-3,0,0
Arctic Open 2023,500,Second round,2023-10-10,Finland,Leong Jun Hao,Malaysia,Arnaud Merklé,France,1,0,0.5,0,0,28,0.4444,0,0,91,0.3333,1486.29,1529.85,-43.55,0.3854,0.5495,0.5,-1,1,0,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Anders Antonsen,Denmark,Loh Kean Yew,Singapore,0,0,0.6667,1,2,7,0.6316,0,0,35,0.5,1640.59,1621.21,19.38,0.3079,0.4479,0.0,-2,-1,2,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Kantaphon Wangcharoen,Thailand,Shi Yuqi,China,0,0,0.0,0,1,7,0.0909,0,0,42,0.6471,1335.38,1704.72,-369.34,0.0212,0.6156,0.0,-8,-1,1,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Ng Ka Long,Hong Kong,Shi Yuqi,China,0,0,0.0,0,0,35,0.45,0,0,42,0.6471,1552.11,1708.13,-156.02,0.1447,0.731,0.0,-4,1,0,0
Denmark Open 2023,750,Quarter-finals,2023-10-17,Denmark,Shi Yuqi,China,Loh Kean Yew,Singapore,1,0,0.5,0,0,42,0.6471,0,0,35,0.5,1717.39,1638.1,79.29,0.8117,0.6135,1.0,2,1,0,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Anders Antonsen,Denmark,Nhat Nguyen,Republic of Ireland,1,0,0.5,1,2,7,0.6316,0,0,98,0.0,1623.7,1377.29,246.41,0.2155,0.0766,0.5,-3,-6,2,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Loh Kean Yew,Singapore,Kodai Naraoka,Japan,1,0,1.0,0,0,35,0.5,0,0,42,0.6923,1625.69,1726.79,-101.1,0.4295,0.6426,1.0,-1,1,0,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Lu Guangzu,China,Anthony Sinisuka Ginting,Indonesia,0,0,0.0,0,3,7,0.5789,0,0,35,0.7143,1631.92,1690.73,-58.82,0.5205,0.5514,0.0,-1,-1,3,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Weng Hongyang,China,Toma Junior Popov,France,1,0,0.5,0,2,7,0.5833,0,1,7,0.4545,1599.39,1497.46,101.94,0.5171,0.4763,0.5,1,1,2,1
Denmark Open 2023,750,First round,2023-10-17,Denmark,Toma Junior Popov,France,Li Shifeng,China,1,0,1.0,0,1,7,0.4545,0,0,42,0.7083,1486.02,1702.99,-216.97,0.3334,0.6335,1.0,-1,1,1,0
Denmark Open 2023,750,Quarter-finals,2023-10-17,Denmark,Weng Hongyang,China,Anthony Sinisuka Ginting,Indonesia,1,0,1.0,0,2,7,0.5833,0,0,35,0.7143,1610.83,1704.05,-93.22,0.6619,0.686,1.0,2,1,2,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Ng Tze Yong,Malaysia,Lu Guangzu,China,0,0,0.0,0,5,7,0.5385,0,3,7,0.5789,1590.75,1618.6,-27.85,0.4124,0.3644,0.0,-1,-2,5,3
Denmark Open 2023,750,First round,2023-10-17,Denmark,Christo Popov,France,Anthony Sinisuka Ginting,Indonesia,0,0,1.0,0,0,35,0.4444,0,0,35,0.7143,1523.92,1683.86,-159.93,0.4667,0.4802,1.0,1,-1,0,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Kantaphon Wangcharoen,Thailand,Lakshya Sen,India,1,0,0.0,0,1,7,0.0909,0,0,35,0.64,1331.97,1617.97,-286.0,0.0149,0.2137,0.0,-9,-4,1,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Weng Hongyang,China,Srikanth Kidambi,India,1,0,0.0,0,2,7,0.5833,0,0,77,0.5455,1631.02,1561.35,69.68,0.7634,0.5255,0.0,3,-1,2,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Wang Tzu-wei,Chinese Taipei,Lee Cheuk Yiu,Hong Kong,0,0,0.5,0,1,7,0.4211,0,0,35,0.4762,1496.09,1562.13,-66.04,0.3754,0.48,1.0,-1,1,1,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Rasmus Gemke,Denmark,Lin Chun-yi,Chinese Taipei,1,0,0.5,1,0,35,0.3333,0,1,7,0.56,1537.53,1569.62,-32.09,0.6262,0.6283,0.5,2,-1,0,1
Denmark Open 2023,750,First round,2023-10-17,Denmark,Misha Zilberman,Israel,Koki Watanabe,Japan,0,0,0.5,0,0,35,0.2,0,3,7,0.6364,1387.05,1593.63,-206.58,0.1121,0.5372,0.5,-4,-1,0,3
Denmark Open 2023,750,Semi-finals,2023-10-17,Denmark,Lee Zii Jia,Malaysia,Lee Cheuk Yiu,Hong Kong,1,0,0.5,0,5,7,0.5556,0,0,35,0.4762,1634.56,1575.13,59.43,0.9108,0.636,0.5,6,2,5,0
Denmark Open 2023,750,Final,2023-10-17,Denmark,Lee Zii Jia,Malaysia,Weng Hongyang,China,0,0,0.0,0,5,7,0.5556,0,2,7,0.5833,1647.85,1643.86,3.99,0.9376,0.8344,0.0,7,4,5,2
Denmark Open 2023,750,Semi-finals,2023-10-17,Denmark,Shi Yuqi,China,Weng Hongyang,China,0,1,1.0,0,0,42,0.6471,0,2,7,0.5833,1729.8,1660.04,69.76,0.8682,0.884,1.0,3,5,0,2
Denmark Open 2023,750,First round,2023-10-17,Denmark,Viktor Axelsen,Denmark,Magnus Johannesen,Denmark,1,1,0.5,1,0,35,0.9375,1,1,7,0.5,1911.42,1512.76,398.66,0.6987,0.4544,0.5,-1,-1,0,1
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Viktor Axelsen,Denmark,Lee Zii Jia,Malaysia,0,0,0.6667,1,0,35,0.9375,0,5,7,0.5556,1914.35,1631.66,282.69,0.7891,0.6563,1.0,1,-1,0,5
Denmark Open 2023,750,First round,2023-10-17,Denmark,Julien Carraggi,Belgium,Lee Zii Jia,Malaysia,0,0,0.5,0,1,7,0.5,0,5,7,0.5556,1529.94,1658.41,-128.47,0.4858,0.7594,0.5,1,1,1,5
Denmark Open 2023,750,Quarter-finals,2023-10-17,Denmark,Lee Zii Jia,Malaysia,Kenta Nishimoto,Japan,1,0,0.6667,0,5,7,0.5556,0,0,35,0.5833,1668.75,1625.46,43.28,0.8316,0.6621,0.0,2,1,5,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Koki Watanabe,Japan,Lee Cheuk Yiu,Hong Kong,0,0,1.0,0,3,7,0.6364,0,0,35,0.4762,1601.09,1561.84,39.26,0.6761,0.4452,1.0,1,-1,3,0
Denmark Open 2023,750,Second round,2023-10-17,Denmark,Chou Tien-chen,Chinese Taipei,Kenta Nishimoto,Japan,0,0,0.3333,0,2,7,0.45,0,0,35,0.5833,1580.14,1611.45,-31.3,0.4211,0.4635,0.0,1,-1,2,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Zhao Junpeng,China,Kenta Nishimoto,Japan,0,0,0.5,0,1,7,0.375,0,0,35,0.5833,1508.73,1626.01,-117.28,0.426,0.6244,0.5,1,1,1,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Kunlavut Vitidsarn,Thailand,Rasmus Gemke,Denmark,0,0,0.0,0,0,84,0.7143,1,0,35,0.3333,1685.96,1555.0,130.96,0.7898,0.7383,0.0,2,3,0,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Lin Chun-yi,Chinese Taipei,Kanta Tsuneyama,Japan,1,0,0.5,0,1,7,0.56,0,2,7,0.3529,1552.14,1565.0,-12.86,0.4398,0.4428,0.5,-2,-1,1,2
Denmark Open 2023,750,Quarter-finals,2023-10-17,Denmark,Rasmus Gemke,Denmark,Lee Cheuk Yiu,Hong Kong,0,0,0.3333,1,0,35,0.3333,0,0,35,0.4762,1576.76,1579.64,-2.88,0.8168,0.6116,0.0,4,1,0,0
Denmark Open 2023,750,First round,2023-10-17,Denmark,Jonatan Christie,Indonesia,Chou Tien-chen,Chinese Taipei,0,0,0.5,0,0,35,0.7273,0,2,7,0.45,1751.63,1565.58,186.05,0.9615,0.2948,1.0,7,-1,0,2
