tournament,tier,round,start_date,host_country,player_a,player_a_nat,player_b,player_b_nat,player_a_won,same_nationality,h2h_win_rate_a_vs_b,player_a_is_home,player_a_matches_last_14_days,player_a_days_since_last_match,player_a_recent_win_rate,player_b_is_home,player_b_matches_last_14_days,player_b_days_since_last_match,player_b_recent_win_rate,player_a_elo,player_b_elo,elo_diff,player_a_ema_form,player_b_ema_form,h2h_last_winner,player_a_win_streak,player_b_win_streak,player_a_matches_last_7_days,player_b_matches_last_7_days
Australian Open 2022,300,First round,2022-11-15,Australia,Weng Hongyang,China,Ricky Cheng,New Zealand,1,0,0.5,0,0,49,0.5,0,0,100,0.5,1559.38,1500.0,59.38,0.548,0.5,0.5,-1,0,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Weng Hongyang,China,Shi Yuqi,China,0,1,0.5,0,0,49,0.5,0,1,14,0.7273,1569.35,1600.1,-30.76,0.6836,0.6301,0.5,1,1,0,0
Australian Open 2022,300,Quarter-finals,2022-11-15,Australia,Shi Yuqi,China,Loh Kean Yew,Singapore,1,0,0.0,0,1,14,0.7273,0,3,14,0.6667,1611.04,1668.66,-57.62,0.7411,0.8045,0.0,2,3,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Li Shifeng,China,Chico Aura Dwi Wardoyo,Indonesia,1,0,0.5,0,3,14,0.5,0,2,14,0.5625,1506.06,1524.19,-18.13,0.4417,0.4726,0.5,-1,1,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Li Shifeng,China,Loh Kean Yew,Singapore,0,0,0.0,0,3,14,0.5,0,3,14,0.6667,1518.69,1654.69,-136.0,0.6092,0.5631,0.0,1,-1,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Peter Yan,Australia,Heo Kwang-hee,South Korea,0,0,0.5,1,0,100,0.5,0,0,77,0.1667,1500.0,1434.03,65.97,0.5,0.102,0.5,0,-4,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Ephraim Stephen Sam,Australia,Christian Adinata,Indonesia,0,0,0.5,1,0,100,0.5,0,0,231,0.5,1500.0,1496.62,3.38,0.5,0.3339,0.5,0,-2,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Ng Tze Yong,Malaysia,Heo Kwang-hee,South Korea,1,0,0.5,0,1,14,0.4286,0,0,77,0.1667,1507.79,1448.28,59.51,0.3307,0.3714,0.5,-2,1,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Koki Watanabe,Japan,Kenta Nishimoto,Japan,1,1,0.5,0,0,119,0.4,0,0,21,0.5455,1456.11,1556.74,-100.63,0.4142,0.5987,0.5,-1,1,0,0
Australian Open 2022,300,Quarter-finals,2022-11-15,Australia,Nathan Tang,Australia,Ng Tze Yong,Malaysia,0,0,0.5,1,0,100,0.5,0,1,14,0.4286,1500.0,1517.76,-17.76,0.5,0.5315,0.5,0,1,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Jacob Schueler,Australia,Ng Tze Yong,Malaysia,0,0,0.5,1,0,100,0.5,0,1,14,0.4286,1500.0,1529.15,-29.15,0.5,0.672,0.5,0,2,0,0
Australian Open 2022,300,Semi-finals,2022-11-15,Australia,Lu Guangzu,China,Ng Tze Yong,Malaysia,1,0,1.0,0,1,14,0.5714,0,1,14,0.4286,1567.32,1540.14,27.18,0.3905,0.7704,1.0,-2,3,0,0
Australian Open 2022,300,Final,2022-11-15,Australia,Lu Guangzu,China,Shi Yuqi,China,0,1,0.5,0,1,14,0.5714,0,1,14,0.7273,1578.39,1625.02,-46.63,0.5734,0.8188,0.5,1,3,0,0
Australian Open 2022,300,Semi-finals,2022-11-15,Australia,Kodai Naraoka,Japan,Shi Yuqi,China,0,0,0.0,0,2,14,0.7778,0,1,14,0.7273,1702.01,1635.42,66.59,0.8979,0.8731,0.0,4,4,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Lee Zii Jia,Malaysia,Rio Agustino,Australia,1,0,0.5,0,0,21,0.625,1,0,100,0.5,1654.76,1500.0,154.76,0.5572,0.5,0.5,-1,0,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Lee Zii Jia,Malaysia,Lu Guangzu,China,0,0,0.5,0,0,21,0.625,0,1,14,0.5714,1661.74,1567.99,93.76,0.6901,0.4014,0.5,1,-1,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Lu Guangzu,China,Tommy Sugiarto,Indonesia,1,0,0.5,0,1,14,0.5714,0,0,49,0.1429,1583.15,1429.16,153.99,0.581,0.1717,0.5,1,-2,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Lu Chia-hung,Chinese Taipei,Ikhsan Rumbay,Indonesia,0,0,0.5,0,0,119,0.0,0,0,119,0.0,1492.22,1488.06,4.16,0.35,0.3815,0.5,-1,-1,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Ikhsan Rumbay,Indonesia,Soong Joo Ven,Malaysia,1,0,0.5,0,0,119,0.0,0,0,49,0.4286,1500.2,1501.1,-0.9,0.567,0.4863,0.5,1,-1,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Soong Joo Ven,Malaysia,Adam Dolman,Australia,1,0,0.5,0,0,49,0.4286,1,0,100,0.5,1489.07,1500.0,-10.93,0.3404,0.5,0.5,-2,0,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Ade Resky Dwicahyo,Azerbaijan,Jie Ying Chan,Australia,0,0,0.5,0,0,119,0.0,1,0,100,0.5,1477.2,1500.0,-22.8,0.2983,0.5,0.5,-2,0,0,0
Australian Open 2022,300,Second round,2022-11-15,Australia,Jie Ying Chan,Australia,Nathan Tang,Australia,0,1,0.5,1,0,100,0.5,1,0,100,0.5,1511.21,1488.61,22.6,0.65,0.35,0.5,1,-1,0,0
Australian Open 2022,300,First round,2022-11-15,Australia,Sameer Verma,India,Nathan Tang,Australia,0,0,0.5,0,1,14,0.2222,1,0,100,0.5,1455.89,1501.39,-45.5,0.2557,0.545,0.5,-1,1,0,0
Australian Open 2022,300,Quarter-finals,2022-11-15,Australia,Lu Guangzu,China,Ikhsan Rumbay,Indonesia,1,0,0.5,0,1,14,0.5714,0,0,119,0.0,1590.15,1512.23,77.92,0.7067,0.6969,0.5,2,2,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Viktor Axelsen,Denmark,Prannoy H. S.,India,0,0,0.5,0,0,43,0.9444,0,0,36,0.6364,1845.07,1585.77,259.3,0.9495,0.4147,0.5,5,-1,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Kodai Naraoka,Japan,Lu Guangzu,China,1,0,1.0,0,0,22,0.7742,0,0,22,0.6087,1687.73,1599.51,88.23,0.6285,0.7947,1.0,-1,3,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Viktor Axelsen,Denmark,Kodai Naraoka,Japan,1,0,0.5,0,0,43,0.9444,0,0,22,0.7742,1804.24,1706.52,97.73,0.6646,0.74,1.0,-1,1,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Prannoy H. S.,India,Lu Guangzu,China,0,0,0.0,0,0,36,0.6364,0,0,22,0.6087,1626.6,1580.72,45.87,0.5903,0.5563,0.0,1,-1,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Viktor Axelsen,Denmark,Lu Guangzu,China,1,0,1.0,0,0,43,0.9444,0,0,22,0.6087,1822.39,1609.0,213.39,0.7652,0.6894,1.0,1,1,0,0
BWF World Tour Finals 2022,1500,Group stage,2022-12-07,Thailand[b],Prannoy H. S.,India,Kodai Naraoka,Japan,0,0,0.0,0,0,36,0.6364,0,0,22,0.7742,1598.31,1688.37,-90.06,0.4132,0.518,0.0,-1,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Kodai Naraoka,Japan,Lee Zii Jia,Malaysia,1,0,0.5,0,0,34,0.7586,1,0,56,0.5556,1707.03,1646.58,60.45,0.6626,0.483,0.5,1,-1,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Kantaphon Wangcharoen,Thailand,Kunlavut Vitidsarn,Thailand,0,1,0.5,0,0,70,0.3333,0,0,70,0.5556,1413.48,1561.65,-148.17,0.2043,0.5191,0.0,-3,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Shesar Hiren Rhustavito,Indonesia,Kunlavut Vitidsarn,Thailand,0,0,0.0,0,0,56,0.3333,0,0,70,0.5556,1524.01,1573.6,-49.6,0.2749,0.6634,0.0,-2,1,0,0
Malaysia Open 2023,1000,Quarter-finals,2023-01-10,Malaysia,Kunlavut Vitidsarn,Thailand,Loh Kean Yew,Singapore,1,0,0.5,0,0,70,0.5556,0,0,56,0.6667,1590.77,1662.22,-71.45,0.7643,0.6942,0.5,2,1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Lu Guangzu,China,Zhao Junpeng,China,0,1,1.0,0,0,34,0.5625,0,0,70,0.0,1597.68,1514.56,83.12,0.4826,0.1776,1.0,-1,-4,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Zhao Junpeng,China,Loh Kean Yew,Singapore,0,0,0.0,0,0,70,0.0,0,0,56,0.6667,1539.26,1638.16,-98.9,0.4243,0.4859,0.0,1,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Li Shifeng,China,Loh Kean Yew,Singapore,0,0,0.0,0,0,56,0.375,0,0,56,0.6667,1511.16,1652.62,-141.46,0.4264,0.6402,0.0,-1,1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Hans-Kristian Vittinghus,Denmark,Chico Aura Dwi Wardoyo,Indonesia,0,0,1.0,0,0,70,0.0,0,0,56,0.375,1433.74,1511.56,-77.82,0.0715,0.3308,1.0,-5,-1,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Chico Aura Dwi Wardoyo,Indonesia,Prannoy H. S.,India,0,0,0.5,0,0,56,0.375,0,0,34,0.4545,1527.16,1579.65,-52.49,0.5316,0.2892,0.5,1,-2,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Prannoy H. S.,India,Lakshya Sen,India,1,1,0.5,0,0,34,0.4545,0,0,70,0.3333,1596.65,1588.74,7.92,0.5025,0.2234,0.0,1,-3,0,0
Malaysia Open 2023,1000,Quarter-finals,2023-01-10,Malaysia,Prannoy H. S.,India,Kodai Naraoka,Japan,0,0,0.0,0,0,34,0.4545,0,0,34,0.7586,1616.2,1723.59,-107.39,0.6517,0.7638,0.0,2,2,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Ng Tze Yong,Malaysia,Nhat Nguyen,Republic of Ireland,1,0,1.0,1,0,56,0.6,0,0,70,0.0,1529.08,1451.95,77.13,0.5393,0.1094,1.0,-1,-5,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Ng Tze Yong,Malaysia,Kodai Naraoka,Japan,0,0,0.5,1,0,56,0.6,0,0,34,0.7586,1544.71,1737.6,-192.89,0.6775,0.8347,0.5,1,3,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Brian Yang,Canada,Kantaphon Wangcharoen,Thailand,0,0,0.0,0,0,70,0.25,0,0,70,0.3333,1462.17,1401.53,60.64,0.2424,0.143,0.0,-2,-4,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Anders Antonsen,Denmark,Weng Hongyang,China,1,0,0.5,0,0,84,0.6,0,0,56,0.6667,1571.66,1558.41,13.26,0.3775,0.4785,0.5,-2,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Kanta Tsuneyama,Japan,Lee Cheuk Yiu,Hong Kong,1,0,1.0,0,0,56,0.4545,0,0,70,0.5556,1564.91,1555.08,9.83,0.3969,0.4768,1.0,-1,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Anthony Sinisuka Ginting,Indonesia,Ng Ka Long,Hong Kong,1,0,0.5,0,0,70,0.625,0,0,70,0.3333,1638.67,1528.34,110.33,0.8863,0.4608,0.5,5,1,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Anthony Sinisuka Ginting,Indonesia,Anders Antonsen,Denmark,1,0,0.5,0,0,70,0.625,0,0,84,0.6,1652.52,1590.9,61.62,0.9204,0.5643,0.5,6,1,0,0
Malaysia Open 2023,1000,Semi-finals,2023-01-10,Malaysia,Viktor Axelsen,Denmark,Kanta Tsuneyama,Japan,1,0,1.0,0,0,34,0.8182,0,0,56,0.4545,1833.72,1584.34,249.37,0.8357,0.5778,1.0,2,1,0,0
Malaysia Open 2023,1000,Final,2023-01-10,Malaysia,Viktor Axelsen,Denmark,Kodai Naraoka,Japan,1,0,0.6667,0,0,34,0.8182,0,0,34,0.7586,1841.41,1747.51,93.9,0.885,0.8843,1.0,3,4,0,0
Malaysia Open 2023,1000,Semi-finals,2023-01-10,Malaysia,Kunlavut Vitidsarn,Thailand,Kodai Naraoka,Japan,0,0,0.5,0,0,70,0.5556,0,0,34,0.7586,1614.82,1732.78,-117.96,0.835,0.619,0.5,3,-1,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Viktor Axelsen,Denmark,Liew Daren,Malaysia,1,0,0.5,0,0,34,0.8182,1,0,70,0.2,1856.13,1396.0,460.13,0.9195,0.2309,0.5,4,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Toma Junior Popov,France,Liew Daren,Malaysia,0,0,0.0,0,0,70,0.4286,1,0,70,0.2,1522.65,1393.36,129.3,0.649,0.1616,0.0,2,-2,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Viktor Axelsen,Denmark,Rasmus Gemke,Denmark,1,1,0.6667,0,0,34,0.8182,0,0,70,0.6,1858.77,1593.68,265.09,0.9436,0.4955,1.0,5,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Jonatan Christie,Indonesia,Wang Tzu-wei,Chinese Taipei,1,0,0.0,0,0,70,0.6364,0,0,77,0.5,1616.56,1506.07,110.5,0.6971,0.4503,0.0,2,-1,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Jonatan Christie,Indonesia,Kenta Nishimoto,Japan,0,0,0.5,0,0,70,0.6364,0,0,56,0.6667,1630.41,1541.36,89.05,0.788,0.4191,0.0,3,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Kenta Nishimoto,Japan,Srikanth Kidambi,India,1,0,0.5,0,0,56,0.6667,0,0,70,0.6,1566.37,1577.2,-10.83,0.5934,0.5699,0.5,1,-1,0,0
Malaysia Open 2023,1000,First round,2023-01-10,Malaysia,Chou Tien-chen,Chinese Taipei,Shi Yuqi,China,1,0,0.5,0,0,70,0.7895,0,0,56,0.8125,1666.92,1649.69,17.23,0.8358,0.9112,0.0,4,5,0,0
Malaysia Open 2023,1000,Second round,2023-01-10,Malaysia,Chou Tien-chen,Chinese Taipei,Kanta Tsuneyama,Japan,0,0,0.5,0,0,70,0.7895,0,0,56,0.4545,1685.93,1576.65,109.28,0.8851,0.4045,1.0,5,-1,0,0
Malaysia Open 2023,1000,Quarter-finals,2023-01-10,Malaysia,Kanta Tsuneyama,Japan,Anthony Sinisuka Ginting,Indonesia,1,0,0.5,0,0,56,0.4545,0,0,70,0.625,1602.74,1669.01,-66.27,0.5831,0.9443,0.5,1,7,0,0
Malaysia Open 2023,1000,Quarter-finals,2023-01-10,Malaysia,Viktor Axelsen,Denmark,Kenta Nishimoto,Japan,1,0,1.0,0,0,34,0.8182,0,0,56,0.6667,1865.91,1587.0,278.92,0.9605,0.7154,1.0,6,2,0,0
India Open 2023,750,First round,2023-01-17,India,Hans-Kristian Vittinghus,Denmark,Liew Daren,Malaysia,1,0,0.0,0,1,7,0.0,0,2,7,0.2857,1418.15,1420.48,-2.33,0.0501,0.4132,0.0,-6,1,1,2
India Open 2023,750,First round,2023-01-17,India,Anders Antonsen,Denmark,Toma Junior Popov,France,1,0,1.0,0,2,7,0.5714,0,1,7,0.375,1574.41,1495.54,78.87,0.395,0.4543,1.0,-1,-1,2,1
India Open 2023,750,Second round,2023-01-17,India,Anders Antonsen,Denmark,Kunlavut Vitidsarn,Thailand,0,0,1.0,0,2,7,0.5714,0,4,7,0.6154,1586.84,1601.36,-14.52,0.5765,0.5845,1.0,1,-1,2,4
India Open 2023,750,First round,2023-01-17,India,Ng Ka Long,Hong Kong,Kunlavut Vitidsarn,Thailand,0,0,0.5,0,1,7,0.2857,0,4,7,0.6154,1514.49,1616.69,-102.21,0.3225,0.7092,0.5,-1,1,1,4
India Open 2023,750,Quarter-finals,2023-01-17,India,Kunlavut Vitidsarn,Thailand,Loh Kean Yew,Singapore,1,0,1.0,0,4,7,0.6154,0,3,7,0.6667,1628.12,1664.9,-36.78,0.7964,0.7481,1.0,2,2,4,3
India Open 2023,750,Second round,2023-01-17,India,Hans-Kristian Vittinghus,Denmark,Loh Kean Yew,Singapore,0,0,0.0,0,1,7,0.0,0,3,7,0.6667,1434.26,1647.21,-212.95,0.3351,0.5237,0.0,1,-1,1,3
India Open 2023,750,First round,2023-01-17,India,Wang Tzu-wei,Chinese Taipei,Nhat Nguyen,Republic of Ireland,1,0,1.0,0,1,7,0.3333,0,1,7,0.0,1492.22,1436.31,55.91,0.3152,0.0766,1.0,-2,-6,1,1
India Open 2023,750,First round,2023-01-17,India,Kantaphon Wangcharoen,Thailand,Kenta Nishimoto,Japan,1,0,0.5,0,2,7,0.375,0,3,7,0.6667,1424.98,1580.31,-155.33,0.4001,0.5008,0.5,1,-1,2,3
India Open 2023,750,Second round,2023-01-17,India,Kantaphon Wangcharoen,Thailand,Anthony Sinisuka Ginting,Indonesia,0,0,0.5,0,2,7,0.375,0,3,7,0.6364,1447.69,1645.24,-197.55,0.5801,0.661,0.5,2,-1,2,3
India Open 2023,750,First round,2023-01-17,India,Lu Guangzu,China,Anthony Sinisuka Ginting,Indonesia,0,0,0.5,0,1,7,0.5294,0,3,7,0.6364,1572.98,1653.01,-80.03,0.3378,0.7627,0.5,-2,1,1,3
India Open 2023,750,Quarter-finals,2023-01-17,India,Anthony Sinisuka Ginting,Indonesia,Li Shifeng,China,1,0,0.5,0,3,7,0.6364,0,1,7,0.3333,1665.39,1498.88,166.51,0.8339,0.2985,0.5,2,-2,3,1
India Open 2023,750,Second round,2023-01-17,India,Li Shifeng,China,Lee Zii Jia,Malaysia,1,0,0.0,0,1,7,0.3333,0,1,7,0.5,1490.01,1630.03,-140.02,0.2089,0.3381,0.0,-3,-2,1,1
India Open 2023,750,First round,2023-01-17,India,Shesar Hiren Rhustavito,Indonesia,Lee Zii Jia,Malaysia,0,0,0.6667,0,1,7,0.2857,0,1,7,0.5,1506.84,1607.91,-101.07,0.1925,0.2367,1.0,-3,-3,1,1
India Open 2023,750,First round,2023-01-17,India,Kodai Naraoka,Japan,Loh Kean Yew,Singapore,0,0,0.5,0,5,7,0.7586,0,3,7,0.6667,1746.24,1654.47,91.77,0.7333,0.6666,0.5,1,1,5,3
India Open 2023,750,Second round,2023-01-17,India,Chou Tien-chen,Chinese Taipei,Wang Tzu-wei,Chinese Taipei,1,1,1.0,0,2,7,0.6875,0,1,7,0.3333,1659.84,1505.67,154.17,0.6195,0.5207,1.0,-1,1,2,1
India Open 2023,750,First round,2023-01-17,India,Ng Tze Yong,Malaysia,Li Shifeng,China,0,0,0.0,0,2,7,0.5714,0,1,7,0.3333,1534.8,1512.13,22.67,0.4743,0.4463,0.0,-1,1,2,1
India Open 2023,750,Quarter-finals,2023-01-17,India,Jonatan Christie,Indonesia,Chou Tien-chen,Chinese Taipei,1,0,0.0,0,2,7,0.6154,0,2,7,0.6875,1605.39,1669.17,-63.78,0.5516,0.7337,0.0,-1,1,2,2
India Open 2023,750,Final,2023-01-17,India,Viktor Axelsen,Denmark,Kunlavut Vitidsarn,Thailand,0,0,1.0,0,5,7,0.875,0,4,7,0.6154,1872.6,1645.81,226.8,0.9724,0.8575,1.0,7,3,5,4
India Open 2023,750,First round,2023-01-17,India,Chou Tien-chen,Chinese Taipei,Lee Cheuk Yiu,Hong Kong,1,0,0.5,0,2,7,0.6875,0,1,7,0.5,1650.26,1535.64,114.62,0.5136,0.3338,0.0,-1,-2,2,1
India Open 2023,750,Semi-finals,2023-01-17,India,Kunlavut Vitidsarn,Thailand,Anthony Sinisuka Ginting,Indonesia,1,0,0.6667,0,4,7,0.6154,0,3,7,0.6364,1670.98,1674.26,-3.28,0.9002,0.8837,1.0,4,3,4,3
India Open 2023,750,First round,2023-01-17,India,Viktor Axelsen,Denmark,Srikanth Kidambi,India,1,0,1.0,0,5,7,0.875,1,1,7,0.5455,1847.43,1556.58,290.84,0.6807,0.3989,1.0,-1,-2,5,1
India Open 2023,750,Second round,2023-01-17,India,Viktor Axelsen,Denmark,Shi Yuqi,China,1,0,0.5,0,5,7,0.875,0,1,7,0.7647,1852.48,1630.68,221.8,0.7765,0.6378,0.5,1,-1,5,1
India Open 2023,750,First round,2023-01-17,India,Chico Aura Dwi Wardoyo,Indonesia,Shi Yuqi,China,0,0,0.5,0,2,7,0.4,0,1,7,0.7647,1510.16,1623.7,-113.54,0.3721,0.4465,0.5,-1,-2,2,1
India Open 2023,750,Semi-finals,2023-01-17,India,Viktor Axelsen,Denmark,Jonatan Christie,Indonesia,1,0,1.0,0,5,7,0.875,0,2,7,0.6154,1859.46,1624.3,235.16,0.8435,0.6861,1.0,2,1,5,2
India Open 2023,750,First round,2023-01-17,India,Lakshya Sen,India,Prannoy H. S.,India,1,1,0.3333,1,1,7,0.2857,1,3,7,0.5,1569.19,1602.19,-33.0,0.1563,0.4562,0.0,-4,-1,1,3
India Open 2023,750,Second round,2023-01-17,India,Lakshya Sen,India,Rasmus Gemke,Denmark,0,0,1.0,1,1,7,0.2857,0,1,7,0.5455,1586.71,1586.53,0.17,0.4094,0.3468,1.0,1,-2,1,1
India Open 2023,750,First round,2023-01-17,India,Kento Momota,Japan,Rasmus Gemke,Denmark,0,0,0.75,0,0,140,0.0,0,1,7,0.5455,1643.93,1602.54,41.39,0.4438,0.5428,0.0,-1,1,0,1
India Open 2023,750,First round,2023-01-17,India,Jonatan Christie,Indonesia,Brian Yang,Canada,1,0,0.5,0,2,7,0.6154,0,1,7,0.2,1617.73,1438.71,179.02,0.4803,0.1697,0.5,-1,-3,2,1
India Open 2023,750,Second round,2023-01-17,India,Jonatan Christie,Indonesia,Zhao Junpeng,China,1,0,0.0,0,2,7,0.6154,0,2,7,0.1667,1626.14,1524.8,101.34,0.6362,0.297,0.0,1,-1,2,2
India Open 2023,750,First round,2023-01-17,India,Zhao Junpeng,China,Weng Hongyang,China,1,1,0.5,0,2,7,0.1667,0,1,7,0.5714,1513.34,1539.17,-25.83,0.2079,0.335,0.5,-2,-2,2,1
India Open 2023,750,Quarter-finals,2023-01-17,India,Viktor Axelsen,Denmark,Rasmus Gemke,Denmark,1,1,0.75,0,5,7,0.875,0,1,7,0.5455,1866.02,1620.44,245.59,0.8905,0.68,1.0,3,2,5,1
Indonesia Masters 2023,500,Second round,2023-01-24,Indonesia,Kenta Nishimoto,Japan,Brian Yang,Canada,0,0,1.0,0,4,7,0.6154,0,2,7,0.1667,1557.6,1430.3,127.3,0.3505,0.1188,1.0,-2,-4,1,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Brian Yang,Canada,Chou Tien-chen,Chinese Taipei,1,0,0.0,0,2,7,0.1667,0,5,7,0.6842,1449.21,1661.17,-211.96,0.3831,0.6595,0.0,1,1,1,3
Indonesia Masters 2023,500,Quarter-finals,2023-01-24,Indonesia,Brian Yang,Canada,Chico Aura Dwi Wardoyo,Indonesia,0,0,0.5,0,2,7,0.1667,1,3,7,0.3636,1470.83,1499.21,-28.38,0.5682,0.2605,0.0,2,-2,1,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Chico Aura Dwi Wardoyo,Indonesia,Priyanshu Rajawat,India,1,0,0.5,1,3,7,0.3636,0,0,119,0.0,1512.07,1487.7,24.37,0.4823,0.3458,0.5,1,-1,1,0
Indonesia Masters 2023,500,Second round,2023-01-24,Indonesia,Chico Aura Dwi Wardoyo,Indonesia,Loh Kean Yew,Singapore,1,0,0.0,1,3,7,0.3636,0,6,7,0.6667,1525.09,1674.6,-149.51,0.6376,0.7666,0.0,2,2,1,3
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Li Shifeng,China,Loh Kean Yew,Singapore,0,0,0.0,0,4,7,0.4167,0,6,7,0.6667,1529.17,1654.92,-125.75,0.6124,0.5366,0.0,2,-1,3,3
Indonesia Masters 2023,500,Quarter-finals,2023-01-24,Indonesia,Kanta Tsuneyama,Japan,Ng Ka Long,Hong Kong,0,0,1.0,0,4,14,0.5333,0,2,7,0.25,1626.51,1503.06,123.45,0.7082,0.2258,1.0,2,-2,0,1
Indonesia Masters 2023,500,Second round,2023-01-24,Indonesia,Anders Antonsen,Denmark,Kanta Tsuneyama,Japan,0,0,1.0,0,4,7,0.5556,0,4,14,0.5333,1571.51,1607.74,-36.23,0.4035,0.4957,1.0,-1,-1,2,0
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Kanta Tsuneyama,Japan,Prannoy H. S.,India,1,0,0.0,0,4,14,0.5333,0,4,7,0.4667,1620.28,1584.68,35.61,0.647,0.3193,0.0,1,-2,0,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Cheam June Wei,Malaysia,Ng Ka Long,Hong Kong,0,0,0.5,0,0,70,0.6667,0,2,7,0.25,1499.58,1521.84,-22.26,0.4651,0.458,0.5,-1,1,0,1
Indonesia Masters 2023,500,Second round,2023-01-24,Indonesia,Ng Ka Long,Hong Kong,Lee Zii Jia,Malaysia,1,0,0.5,0,2,7,0.25,0,3,7,0.5,1534.94,1619.38,-84.44,0.6206,0.4657,0.5,2,1,1,2
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Lin Chun-yi,Chinese Taipei,Lee Zii Jia,Malaysia,0,0,0.5,0,0,189,0.5,0,3,7,0.5,1525.62,1602.04,-76.42,0.5691,0.326,0.5,-1,-1,0,2
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Christian Adinata,Indonesia,Kenta Nishimoto,Japan,0,0,0.5,1,0,70,0.5,0,4,7,0.6154,1508.73,1538.69,-29.95,0.5338,0.2454,0.5,1,-3,0,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Anders Antonsen,Denmark,Weng Hongyang,China,1,0,1.0,0,4,7,0.5556,0,2,7,0.5,1558.96,1521.98,36.98,0.2825,0.2345,1.0,-2,-3,2,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Hans-Kristian Vittinghus,Denmark,Ng Tze Yong,Malaysia,0,0,0.5,0,3,7,0.1429,0,3,7,0.5,1427.0,1517.75,-90.76,0.2345,0.332,0.5,-1,-2,2,1
Indonesia Masters 2023,500,Second round,2023-01-24,Indonesia,Lakshya Sen,India,Ng Tze Yong,Malaysia,1,0,1.0,0,3,7,0.3333,0,3,7,0.5,1570.7,1528.18,42.52,0.2866,0.5324,1.0,-1,1,2,1
Indonesia Masters 2023,500,First round,2023-01-24,Indonesia,Lakshya Sen,India,Kodai Naraoka,Japan,1,0,0.0,0,3,7,0.3333,0,6,7,0.7333,1582.99,1726.11,-143.12,0.5006,0.5133,0.0,1,-1,2,1
Indonesia Masters 2023,500,Final,2023-01-24,Indonesia,Jonatan Christie,Indonesia,Chico Aura Dwi Wardoyo,Indonesia,1,1,1.0,1,6,7,0.6471,1,3,7,0.3636,1637.6,1544.76,92.84,0.7453,0.7463,1.0,2,3,4,1
