tier,round,start_date,player_a,player_b,player_a_won,same_nationality,h2h_win_rate_a_vs_b,player_a_is_home,player_a_matches_last_14_days,player_a_days_since_last_match,player_a_recent_win_rate,player_b_is_home,player_b_matches_last_14_days,player_b_days_since_last_match,player_b_recent_win_rate,player_a_elo,player_b_elo,elo_diff,player_a_ema_form,player_b_ema_form,h2h_last_winner,player_a_win_streak,player_b_win_streak,player_a_matches_last_7_days,player_b_matches_last_7_days
300,First Round,2021-05-18,Maxime Moreels,Pablo Abián,0,0,0.5,0,0,100,0.5,1,0,62,0.3333,1500.0,1480.93,19.07,0.5,0.3815,0.5,0,-1,0,0
300,Quarter-finals,2021-05-18,Lee Dong-keun,Misha Zilberman,1,0,0.5,0,0,100,0.5,0,0,62,0.0,1512.62,1467.45,45.17,0.65,0.245,0.5,1,-2,0,0
300,First Round,2021-05-18,Kai Schäfer,Lucas Claerbout,0,0,0.5,0,0,56,0.5,0,0,56,0.0,1500.29,1489.7,10.58,0.545,0.35,0.5,1,-1,0,0
300,Second Round,2021-05-18,Lucas Claerbout,Misha Zilberman,0,0,0.5,0,0,56,0.0,0,0,62,0.0,1502.07,1457.0,45.07,0.545,0.1715,0.5,1,-3,0,0
300,First Round,2021-05-18,Alex Lane,Misha Zilberman,0,0,0.5,0,0,56,0.0,0,0,62,0.0,1490.0,1470.55,19.45,0.35,0.42,0.5,-1,1,0,0
300,First Round,2021-05-18,Raul Must,Ng Tze Yong,0,0,0.5,0,0,100,0.5,0,0,100,0.5,1500.0,1500.0,0.0,0.5,0.5,0.5,0,0,0,0
300,Second Round,2021-05-18,Mads Christophersen,Magnus Johannesen,1,1,1.0,0,0,56,0.75,0,0,56,0.0,1519.01,1480.28,38.74,0.5799,0.245,1.0,-1,-2,0,0
300,First Round,2021-05-18,Magnus Johannesen,Johnie Torjussen,1,0,0.5,0,0,56,0.0,0,0,100,0.5,1469.61,1500.0,-30.39,0.1715,0.5,0.5,-3,0,0,0
300,Quarter-finals,2021-05-18,Mads Christophersen,Toma Junior Popov,0,0,0.0,0,0,56,0.75,0,0,56,0.625,1529.68,1511.5,18.19,0.706,0.7012,0.0,1,1,0,0
300,Second Round,2021-05-18,Ng Tze Yong,Toma Junior Popov,0,0,0.5,0,0,100,0.5,0,0,56,0.625,1512.0,1524.12,-12.12,0.65,0.7908,0.5,1,2,0,0
300,First Round,2021-05-18,Luís Enrique Peñalver,Toma Junior Popov,0,0,0.5,1,0,100,0.5,0,0,56,0.625,1500.0,1535.71,-35.71,0.5,0.8536,0.5,0,3,0,0
300,First Round,2021-05-18,Victor Svendsen,Christo Popov,1,0,0.5,0,0,56,0.6667,0,0,56,0.5,1510.79,1500.01,10.78,0.6815,0.545,0.5,2,1,0,0
